Computed Missing Max Age,Race / Ethnicity,Date Of Last Contact,State Of Last Contact,Gender
26.0,White / Caucasian,2/26/89,CO,Female
31.0,Black / African American,5/4/13,TX,Male
19.0,Native American / Alaskan Native,5/4/83,OK,Female
41.0,White / Caucasian,12/26/09,FL,Female
53.0,White / Caucasian,12/19/01,CA,Male
41.0,White / Caucasian,8/16/12,WA,Female
29.0,Black / African American,9/7/01,FL,Female
28.0,White / Caucasian,12/24/91,FL,Female
25.0,White / Caucasian,7/20/78,AR,Female
27.0,White / Caucasian,7/30/10,IN,Male
27.0,White / Caucasian,7/19/87,FL,Male
20.0,White / Caucasian;Hispanic / Latino,3/5/17,MA,Male
53.0,White / Caucasian,4/3/17,KS,Male
59.0,White / Caucasian,8/19/03,CA,Female
34.0,White / Caucasian,1/12/74,FL,Female
21.0,Asian,2/6/96,NC,Male
58.0,White / Caucasian,6/25/15,OR,Male
58.0,White / Caucasian,4/1/15,KS,Male
28.0,White / Caucasian,9/18/84,IN,Male
38.0,Native American / Alaskan Native,5/19/16,SD,Male
42.0,Hispanic / Latino,9/4/16,GA,Female
20.0,White / Caucasian,11/18/83,FL,Male
39.0,White / Caucasian,2/11/11,MI,Male
50.0,White / Caucasian,1/15/15,WA,Male
21.0,White / Caucasian,2/1/15,AZ,Male
92.0,White / Caucasian,1/20/01,OK,Female
23.0,Native American / Alaskan Native,11/2/95,MT,Male
81.0,White / Caucasian,2/22/14,CA,Male
24.0,Hispanic / Latino,6/23/06,AZ,Female
24.0,Hispanic / Latino,1/1/08,AZ,Male
37.0,White / Caucasian,2/11/12,TX,Female
29.0,White / Caucasian,11/18/97,WA,Male
71.0,White / Caucasian,6/5/06,CA,Male
88.0,White / Caucasian,6/25/01,TX,Female
50.0,White / Caucasian,3/17/88,NY,Male
64.0,White / Caucasian,3/4/81,CA,Female
88.0,Black / African American,7/24/88,KY,Male
46.0,White / Caucasian,12/17/07,FL,Male
18.0,Black / African American,8/6/11,WI,Male
45.0,White / Caucasian,4/4/81,AR,Female
32.0,White / Caucasian,5/8/18,NY,Female
22.0,Black / African American,5/9/17,MD,Female
22.0,White / Caucasian,9/12/87,FL,Female
23.0,White / Caucasian;Hispanic / Latino,7/28/88,FL,Male
19.0,White / Caucasian,11/21/76,NY,Male
31.0,Asian,2/19/01,WA,Male
21.0,White / Caucasian,3/5/90,WA,Male
29.0,Black / African American,1/1/12,NV,Male
40.0,White / Caucasian,8/24/90,WA,Female
28.0,Native American / Alaskan Native,1/1/97,OK,Female
26.0,White / Caucasian,8/24/79,WA,Male
24.0,White / Caucasian;Hispanic / Latino,5/21/05,FL,Male
20.0,White / Caucasian,11/29/13,AR,Male
52.0,White / Caucasian,9/21/13,TN,Male
59.0,Black / African American,3/1/13,MI,Male
60.0,Black / African American,5/1/11,MI,Male
28.0,Black / African American,11/18/03,MI,Male
71.0,White / Caucasian,6/12/16,CO,Male
19.0,White / Caucasian,8/21/91,MO,Male
9.0,Hispanic / Latino,5/29/14,CA,Female
54.0,White / Caucasian,3/26/09,TN,Male
34.0,White / Caucasian,5/12/86,FL,Female
19.0,Black / African American,7/30/80,WA,Male
27.0,White / Caucasian,6/15/79,TX,Female
30.0,White / Caucasian,10/8/97,CA,Male
23.0,Black / African American,6/23/13,FL,Female
24.0,White / Caucasian,7/31/08,PA,Male
24.0,White / Caucasian,10/21/13,WA,Female
29.0,White / Caucasian,6/16/84,WA,Female
22.0,Native American / Alaskan Native,11/23/13,MN,Male
4.0,Other,10/4/05,CA,Female
23.0,Asian,1/24/87,TX,Female
44.0,Black / African American,1/26/13,GA,Male
69.0,White / Caucasian,9/30/85,FL,Female
26.0,Hispanic / Latino,4/11/10,AZ,Male
33.0,White / Caucasian,7/15/93,CA,Male
28.0,Hispanic / Latino,12/10/10,AZ,Male
18.0,White / Caucasian,4/20/06,NC,Female
59.0,White / Caucasian,10/22/12,FL,Male
35.0,White / Caucasian;Hispanic / Latino,9/8/05,CA,Male
29.0,Hispanic / Latino,11/1/08,AZ,Male
84.0,White / Caucasian,11/20/00,WA,Male
30.0,White / Caucasian,3/6/97,TX,Female
27.0,Black / African American,10/15/00,VA,Male
17.0,Black / African American,10/7/90,CA,Male
47.0,White / Caucasian,5/5/11,MO,Male
27.0,Asian,1/1/90,CA,Female
24.0,White / Caucasian,10/26/94,WA,Male
29.0,White / Caucasian;Hispanic / Latino,6/23/17,TX,Male
47.0,White / Caucasian,3/8/15,TX,Male
34.0,Uncertain,8/17/81,AK,Male
51.0,White / Caucasian,10/15/16,CA,Female
23.0,Hispanic / Latino,12/9/01,CA,Male
28.0,White / Caucasian,9/23/91,NY,Male
22.0,Black / African American,7/20/89,FL,Female
33.0,White / Caucasian,6/21/96,PA,Female
22.0,Black / African American,9/1/15,CA,Male
49.0,White / Caucasian,10/18/83,CA,Female
16.0,White / Caucasian,6/19/16,FL,Male
38.0,Hispanic / Latino,4/17/09,CA,Male
71.0,White / Caucasian,8/27/08,CA,Female
31.0,White / Caucasian,8/6/10,FL,Male
48.0,Asian,1/5/16,WA,Female
27.0,White / Caucasian,12/20/15,GA,Male
37.0,Black / African American,11/23/94,OK,Female
36.0,White / Caucasian,5/19/15,CA,Male
22.0,Black / African American,9/28/14,TX,Female
51.0,White / Caucasian,1/10/15,FL,Male
54.0,White / Caucasian;Hispanic / Latino,4/19/15,NM,Female
15.0,White / Caucasian;Hispanic / Latino,3/30/12,FL,Male
12.0,White / Caucasian,1/1/71,IL,Female
58.0,White / Caucasian,8/22/84,OK,Male
32.0,White / Caucasian;Hispanic / Latino,5/16/94,TX,Male
51.0,White / Caucasian,11/28/98,NY,Male
36.0,Black / African American,8/9/14,IL,Male
50.0,Black / African American,5/15/78,CA,Male
32.0,Black / African American,12/15/11,CA,Female
27.0,White / Caucasian,9/29/93,MS,Female
31.0,White / Caucasian,4/14/98,FL,Male
59.0,White / Caucasian,8/1/12,GA,Male
31.0,Native American / Alaskan Native,11/11/87,CA,Male
16.0,Hispanic / Latino,10/20/14,CA,Male
16.0,Asian,4/16/16,CA,Male
64.0,White / Caucasian,1/1/13,FL,Male
40.0,White / Caucasian,1/1/56,NM,Male
1.0,Black / African American,12/15/85,NY,Male
29.0,White / Caucasian,2/20/81,CA,Male
20.0,White / Caucasian;Hispanic / Latino,2/26/84,FL,Female
23.0,White / Caucasian,10/19/78,FL,Male
40.0,Hispanic / Latino,7/19/08,FL,Male
26.0,White / Caucasian,11/1/80,NY,Female
18.0,White / Caucasian,10/10/78,CA,Male
43.0,Asian,10/2/83,NY,Female
33.0,White / Caucasian,8/20/85,FL,Male
36.0,White / Caucasian;Hispanic / Latino,9/6/12,NY,Male
36.0,White / Caucasian;Hispanic / Latino,6/6/17,TX,Male
38.0,Black / African American,7/28/12,MS,Female
27.0,White / Caucasian,3/15/76,VT,Female
26.0,White / Caucasian,9/30/11,TN,Female
24.0,Black / African American,5/8/03,FL,Male
53.0,White / Caucasian,5/1/95,MI,Male
49.0,White / Caucasian;Hispanic / Latino,3/19/76,NJ,Female
43.0,White / Caucasian,11/22/04,MN,Male
42.0,White / Caucasian,1/17/86,AR,Male
40.0,White / Caucasian,8/26/11,FL,Male
45.0,White / Caucasian,10/11/70,DE,Female
30.0,White / Caucasian,9/26/11,PA,Female
47.0,White / Caucasian,8/6/17,FL,Female
56.0,White / Caucasian,8/17/15,KS,Male
6.0,White / Caucasian,4/30/74,AZ,Male
35.0,White / Caucasian,8/2/15,NV,Male
40.0,Hispanic / Latino,9/1/09,TX,Male
29.0,White / Caucasian,11/28/80,MD,Male
39.0,White / Caucasian,12/28/91,OH,Male
26.0,Hispanic / Latino,6/6/12,TX,Male
30.0,White / Caucasian,5/27/15,WI,Male
38.0,White / Caucasian,6/9/95,CA,Female
23.0,White / Caucasian,6/7/89,CA,Male
48.0,White / Caucasian,11/4/12,WA,Male
36.0,White / Caucasian,10/29/12,CO,Male
35.0,White / Caucasian,9/1/82,CA,Male
31.0,White / Caucasian,4/1/98,TX,Female
31.0,White / Caucasian,3/20/93,MI,Female
36.0,White / Caucasian,3/16/12,SC,Female
37.0,White / Caucasian;Hispanic / Latino,4/15/13,MA,Female
38.0,Black / African American,12/1/06,MI,Male
6.0,Asian,11/7/09,OR,Male
23.0,White / Caucasian,6/1/99,CA,Male
52.0,Black / African American,1/3/09,CA,Male
61.0,White / Caucasian,3/18/04,WA,Male
47.0,White / Caucasian,11/5/05,WA,Male
24.0,Hispanic / Latino,12/3/09,AZ,Male
26.0,Hispanic / Latino,1/1/01,CA,Male
18.0,White / Caucasian,11/14/70,CA,Female
40.0,White / Caucasian,9/10/15,TX,Female
31.0,White / Caucasian,12/11/15,CT,Male
44.0,White / Caucasian,9/23/07,TX,Female
49.0,White / Caucasian,1/27/71,VT,Male
15.0,White / Caucasian,5/13/72,FL,Female
3.0,Black / African American,11/29/17,GA,Male
29.0,White / Caucasian,8/18/68,MI,Female
27.0,White / Caucasian,6/1/86,OR,Female
26.0,White / Caucasian,4/12/88,AK,Male
77.0,Black / African American,11/23/16,GA,Male
71.0,White / Caucasian,1/5/17,PA,Male
49.0,White / Caucasian,12/25/04,OR,Male
29.0,Black / African American,11/18/16,TX,Male
17.0,Native American / Alaskan Native,10/31/16,MN,Male
29.0,White / Caucasian,6/14/89,OK,Female
39.0,White / Caucasian,8/8/97,TX,Male
17.0,Black / African American,9/25/16,FL,Female
33.0,White / Caucasian,8/17/81,AK,Male
17.0,Hispanic / Latino,11/29/16,NC,Male
54.0,White / Caucasian,9/16/11,OR,Male
40.0,White / Caucasian,4/9/05,TX,Male
35.0,White / Caucasian,1/27/75,WA,Female
44.0,White / Caucasian,3/22/09,WA,Female
43.0,White / Caucasian,4/5/08,IL,Female
40.0,White / Caucasian,7/8/17,KY,Male
21.0,White / Caucasian;Hispanic / Latino,5/7/16,CA,Female
41.0,Asian,12/13/13,CA,Female
33.0,White / Caucasian,5/8/16,CT,Male
42.0,White / Caucasian,5/24/03,IN,Male
38.0,White / Caucasian,12/13/15,AK,Male
20.0,Black / African American,10/10/91,OK,Male
41.0,White / Caucasian;Hispanic / Latino,10/10/15,TX,Male
60.0,White / Caucasian,9/13/74,CA,Female
69.0,White / Caucasian,10/10/15,NY,Male
40.0,White / Caucasian,1/1/02,OK,Male
59.0,White / Caucasian,6/20/87,CA,Male
1.0,Hispanic / Latino,12/17/07,VA,Male
0.0,Other,9/11/06,CA,Female
16.0,Hispanic / Latino,11/18/16,NJ,Female
34.0,White / Caucasian,10/2/98,CA,Male
30.0,White / Caucasian,10/17/14,TX,Male
24.0,White / Caucasian,2/14/84,IL,Female
62.0,White / Caucasian,9/12/13,PA,Male
62.0,White / Caucasian,9/12/13,PA,Male
61.0,White / Caucasian,5/6/15,FL,Female
19.0,White / Caucasian,11/2/15,FL,Male
20.0,Hispanic / Latino,7/10/15,TX,Male
37.0,Hispanic / Latino,7/4/10,TX,Male
34.0,White / Caucasian,9/19/14,CA,Male
36.0,Hispanic / Latino,3/18/15,AZ,Male
36.0,Black / African American,2/1/07,NC,Female
45.0,White / Caucasian,5/21/13,TN,Female
17.0,Black / African American,12/4/74,NC,Female
19.0,Asian,10/27/11,WA,Male
22.0,White / Caucasian;Hispanic / Latino,4/28/99,PA,Male
15.0,White / Caucasian,5/26/89,CA,Male
18.0,White / Caucasian,8/1/80,NY,Female
34.0,Black / African American,12/9/07,PA,Female
48.0,Black / African American,11/13/99,TX,Female
38.0,Black / African American,2/4/00,TX,Female
33.0,White / Caucasian,11/19/06,CO,Female
20.0,White / Caucasian,7/28/99,FL,Male
27.0,White / Caucasian,7/3/09,AR,Male
25.0,White / Caucasian,7/28/02,AZ,Male
20.0,White / Caucasian,10/2/66,FL,Female
20.0,White / Caucasian,2/11/91,ME,Male
27.0,White / Caucasian,10/31/85,OR,Male
26.0,White / Caucasian,11/10/86,TN,Female
32.0,White / Caucasian,5/31/83,IL,Male
45.0,Black / African American,8/26/04,IL,Female
19.0,Black / African American,5/19/16,WA,Male
45.0,Black / African American,7/21/04,SC,Male
27.0,White / Caucasian,7/13/80,AK,Male
59.0,Native American / Alaskan Native,11/1/09,CA,Male
4.0,White / Caucasian,11/10/51,MN,Male
15.0,White / Caucasian,7/4/61,UT,Female
2.0,White / Caucasian;Hispanic / Latino,6/30/12,ID,Female
3.0,Hispanic / Latino,5/2/05,CA,Female
19.0,White / Caucasian,10/24/92,AZ,Female
61.0,White / Caucasian,2/21/00,NM,Male
26.0,White / Caucasian;Hispanic / Latino,1/11/82,CA,Male
31.0,Hispanic / Latino,11/25/09,AZ,Male
114.0,White / Caucasian,8/28/11,VT,Female
49.0,White / Caucasian,3/17/76,CA,Male
55.0,White / Caucasian,8/17/12,PA,Male
29.0,White / Caucasian,9/26/07,FL,Male
47.0,White / Caucasian,11/14/04,CA,Female
70.0,White / Caucasian,2/28/11,CO,Male
11.0,White / Caucasian,12/9/61,TX,Male
52.0,White / Caucasian,12/12/14,OH,Male
42.0,White / Caucasian;Hispanic / Latino,11/11/13,TX,Male
32.0,White / Caucasian,12/9/83,NM,Male
61.0,Black / African American,3/4/17,NC,Female
40.0,Black / African American,10/1/16,MI,Female
25.0,White / Caucasian,12/7/16,AK,Male
27.0,White / Caucasian,6/12/87,VA,Female
42.0,White / Caucasian,8/7/02,SC,Female
54.0,White / Caucasian,9/24/04,NM,Female
19.0,Black / African American,10/20/83,WA,Female
12.0,Hispanic / Latino,8/1/11,GA,Female
58.0,White / Caucasian,7/9/06,FL,Male
22.0,White / Caucasian,5/5/97,FL,Male
34.0,White / Caucasian,12/9/88,IL,Female
54.0,White / Caucasian,11/5/06,HI,Female
43.0,Black / African American,4/15/10,NV,Male
16.0,White / Caucasian,5/29/79,FL,Female
37.0,Black / African American,10/7/97,MI,Male
4.0,Asian,2/9/07,MN,Male
38.0,Black / African American,9/4/10,GA,Female
44.0,White / Caucasian,2/2/88,TX,Male
17.0,White / Caucasian;Hispanic / Latino,9/16/17,MI,Male
56.0,White / Caucasian,8/3/73,VA,Female
16.0,Hispanic / Latino,7/25/08,CA,Male
48.0,White / Caucasian,2/17/16,AR,Female
22.0,White / Caucasian,1/4/84,FL,Male
35.0,White / Caucasian,11/13/14,TN,Male
23.0,White / Caucasian;Hispanic / Latino,7/3/13,AZ,Male
31.0,White / Caucasian,7/14/89,TN,Male
26.0,White / Caucasian,2/18/84,CA,Female
42.0,Hispanic / Latino,5/30/16,FL,Female
20.0,White / Caucasian,8/30/15,CA,Male
20.0,Hispanic / Latino,7/3/10,TX,Male
32.0,White / Caucasian,1/1/78,TN,Male
64.0,White / Caucasian,11/17/17,FL,Male
16.0,Black / African American,5/29/81,TX,Female
21.0,White / Caucasian,1/1/64,CA,Female
60.0,White / Caucasian,9/5/17,VA,Male
49.0,White / Caucasian,7/2/14,VA,Female
20.0,White / Caucasian,1/21/97,CO,Male
54.0,Black / African American,2/16/14,GA,Male
21.0,White / Caucasian,7/10/00,MO,Male
21.0,Black / African American,9/17/13,FL,Female
59.0,White / Caucasian,6/9/09,WA,Male
30.0,White / Caucasian,10/1/76,WI,Female
59.0,White / Caucasian,4/25/13,WI,Female
27.0,White / Caucasian,8/26/94,WA,Female
23.0,Black / African American,9/17/90,IL,Female
36.0,White / Caucasian,11/1/69,FL,Male
46.0,White / Caucasian,8/14/17,AR,Male
27.0,White / Caucasian,2/28/97,CA,Female
43.0,White / Caucasian,9/26/76,TX,Female
42.0,Native American / Alaskan Native,9/22/86,IA,Female
46.0,White / Caucasian,12/9/05,TX,Male
36.0,White / Caucasian,6/29/16,CO,Female
41.0,Asian,12/13/89,CA,Female
52.0,Black / African American,9/13/11,OH,Male
6.0,White / Caucasian,8/1/74,FL,Female
34.0,White / Caucasian,3/5/18,AK,Male
43.0,White / Caucasian,10/25/14,MD,Male
41.0,White / Caucasian,10/1/01,MO,Female
36.0,Native American / Alaskan Native,8/10/96,CA,Female
36.0,White / Caucasian,6/18/17,UT,Male
52.0,White / Caucasian,9/13/17,OR,Female
60.0,White / Caucasian,1/1/13,WV,Male
23.0,Black / African American,5/21/16,MI,Male
66.0,White / Caucasian,4/20/83,KS,Male
35.0,White / Caucasian;Hispanic / Latino,6/26/12,TX,Male
47.0,White / Caucasian,1/1/11,MS,Male
27.0,Black / African American,4/26/14,MI,Female
24.0,Black / African American,8/1/71,OH,Male
35.0,White / Caucasian,12/2/89,NC,Male
17.0,White / Caucasian,3/9/95,OR,Male
43.0,White / Caucasian,10/14/14,ID,Male
30.0,White / Caucasian,11/19/13,WA,Male
61.0,White / Caucasian,8/5/11,AL,Male
35.0,White / Caucasian,11/3/99,MO,Male
33.0,White / Caucasian,5/13/97,CA,Male
30.0,White / Caucasian,4/27/85,MA,Male
23.0,Other,8/15/86,CA,Male
26.0,White / Caucasian,8/8/13,TX,Male
57.0,White / Caucasian,11/9/10,NV,Male
65.0,Black / African American,9/18/13,TX,Male
22.0,White / Caucasian,9/15/13,IA,Male
29.0,White / Caucasian,1/3/13,WA,Male
28.0,White / Caucasian,5/5/96,CA,Male
24.0,White / Caucasian,10/21/85,CA,Male
59.0,White / Caucasian,1/8/13,FL,Male
29.0,Black / African American,1/27/06,FL,Male
44.0,White / Caucasian,6/2/60,FL,Female
37.0,White / Caucasian,5/27/12,MT,Male
20.0,Asian,12/14/12,NJ,Male
65.0,White / Caucasian,11/30/11,TX,Male
47.0,Black / African American,12/29/16,TN,Male
40.0,White / Caucasian,8/13/17,TX,Male
24.0,White / Caucasian;Hispanic / Latino,7/10/13,TX,Female
54.0,White / Caucasian,5/26/03,CO,Male
24.0,Hispanic / Latino,4/13/07,CA,Male
15.0,White / Caucasian,10/31/69,MI,Female
22.0,White / Caucasian,8/2/93,OR,Female
51.0,White / Caucasian,3/26/08,WI,Male
69.0,White / Caucasian,5/6/06,TX,Female
30.0,White / Caucasian,9/29/17,TX,Male
55.0,Black / African American,11/1/13,TN,Female
28.0,Black / African American,3/27/17,FL,Female
29.0,White / Caucasian,5/2/72,ME,Male
61.0,Black / African American,2/4/15,NC,Male
21.0,White / Caucasian,10/26/15,FL,Female
37.0,Black / African American,8/21/04,PA,Male
38.0,White / Caucasian,8/2/82,CA,Male
75.0,White / Caucasian,5/2/16,MN,Female
37.0,Hispanic / Latino,11/17/15,CA,Female
28.0,Hispanic / Latino,12/18/10,AZ,Male
23.0,Black / African American,9/10/09,FL,Female
56.0,White / Caucasian,11/6/11,CA,Male
61.0,White / Caucasian,12/19/96,WI,Female
20.0,White / Caucasian,3/9/63,WA,Female
34.0,White / Caucasian,7/3/86,TX,Male
14.0,Black / African American,12/26/17,FL,Female
54.0,White / Caucasian,6/29/17,ID,Male
46.0,White / Caucasian,12/19/16,TX,Male
16.0,Hispanic / Latino,11/10/15,MD,Female
25.0,White / Caucasian,4/26/82,NJ,Male
28.0,White / Caucasian,1/21/87,PA,Female
41.0,White / Caucasian,3/1/12,WV,Female
26.0,White / Caucasian;Hispanic / Latino,10/7/16,AZ,Male
0.0,White / Caucasian,2/1/06,CA,Female
21.0,White / Caucasian;Hispanic / Latino,11/20/08,TX,Male
19.0,Hispanic / Latino,6/18/10,AZ,Male
39.0,White / Caucasian,11/20/90,NY,Male
40.0,White / Caucasian,6/14/78,NH,Female
23.0,White / Caucasian,11/19/92,KY,Female
16.0,Black / African American,1/30/96,GA,Male
22.0,White / Caucasian,2/27/84,FL,Male
76.0,White / Caucasian,3/1/88,WI,Female
19.0,Hispanic / Latino,10/10/15,TX,Male
39.0,Native American / Alaskan Native,3/23/08,NM,Male
35.0,White / Caucasian,7/3/15,KY,Female
32.0,Black / African American,12/13/15,CO,Male
43.0,White / Caucasian,11/1/00,OR,Male
45.0,White / Caucasian,5/25/95,MN,Male
3.0,Other,3/28/07,CA,Female
19.0,White / Caucasian,7/29/71,OR,Female
26.0,White / Caucasian;Hispanic / Latino,12/24/84,CA,Male
33.0,White / Caucasian,6/10/11,OK,Female
41.0,White / Caucasian,4/27/13,TX,Male
23.0,White / Caucasian,3/28/74,GA,Female
42.0,White / Caucasian,2/13/01,NJ,Female
24.0,Hispanic / Latino,11/10/05,AZ,Male
16.0,Other,10/27/16,IN,Female
0.0,White / Caucasian,8/10/13,MO,Female
16.0,Hispanic / Latino,8/11/16,NV,Female
32.0,Asian,8/17/17,TX,Male
43.0,White / Caucasian,5/1/90,ME,Male
44.0,Black / African American,3/25/16,NC,Male
54.0,White / Caucasian;Hispanic / Latino,2/8/17,TX,Male
34.0,Black / African American,4/2/18,NE,Female
49.0,White / Caucasian,6/20/06,PA,Female
20.0,White / Caucasian,7/7/94,WA,Male
25.0,White / Caucasian,8/23/83,MI,Male
42.0,White / Caucasian,5/29/12,IA,Male
92.0,White / Caucasian,8/28/11,VT,Male
27.0,White / Caucasian,2/15/99,OK,Female
38.0,White / Caucasian,1/13/98,FL,Male
65.0,Hispanic / Latino,7/7/98,CA,Female
68.0,White / Caucasian,8/28/11,VT,Male
21.0,White / Caucasian,7/11/94,RI,Male
30.0,White / Caucasian,10/10/92,VA,Male
36.0,White / Caucasian,1/11/08,CO,Male
2.0,White / Caucasian;Hispanic / Latino,1/1/85,FL,Female
19.0,White / Caucasian,1/9/85,KS,Female
56.0,White / Caucasian,6/1/05,MN,Male
25.0,Black / African American,12/6/02,MO,Male
25.0,White / Caucasian,12/23/86,TN,Female
19.0,White / Caucasian,3/27/89,OR,Female
29.0,Black / African American,12/20/09,NC,Female
42.0,Black / African American,7/1/98,NJ,Male
33.0,White / Caucasian,3/25/97,WI,Female
21.0,White / Caucasian,12/27/74,OH,Female
33.0,White / Caucasian,6/1/09,NC,Female
29.0,White / Caucasian,3/3/99,CA,Male
32.0,White / Caucasian;Hispanic / Latino,9/3/03,NM,Female
24.0,White / Caucasian,4/29/96,WA,Male
35.0,White / Caucasian,7/10/00,WA,Male
11.0,White / Caucasian,4/9/47,MD,Male
21.0,White / Caucasian,7/7/04,VT,Male
32.0,White / Caucasian,12/3/15,WA,Male
19.0,White / Caucasian,12/5/15,VA,Female
14.0,Native American / Alaskan Native,10/2/15,WA,Female
48.0,White / Caucasian,10/11/85,NC,Male
48.0,White / Caucasian,4/20/02,AK,Female
33.0,White / Caucasian,1/9/14,CO,Female
50.0,White / Caucasian,3/2/17,CA,Male
28.0,White / Caucasian,8/14/17,FL,Male
43.0,White / Caucasian,10/19/17,CO,Male
17.0,White / Caucasian;Hispanic / Latino,8/28/17,CT,Female
39.0,White / Caucasian,2/29/16,WV,Male
25.0,Hispanic / Latino,1/24/13,CA,Male
21.0,White / Caucasian;Hispanic / Latino,6/18/16,FL,Male
43.0,Black / African American,5/15/12,AK,Male
30.0,White / Caucasian,5/28/88,MI,Male
32.0,Black / African American,9/10/15,GA,Male
25.0,White / Caucasian,12/1/02,TX,Male
52.0,White / Caucasian,8/3/05,CA,Male
23.0,White / Caucasian,2/11/85,NV,Female
35.0,White / Caucasian,10/6/99,WA,Male
22.0,Black / African American,6/17/07,SC,Male
51.0,White / Caucasian,5/26/13,CA,Male
20.0,White / Caucasian,1/2/93,IN,Male
40.0,White / Caucasian,9/2/89,CA,Male
23.0,Native American / Alaskan Native,2/7/18,CA,Female
45.0,Hispanic / Latino,12/11/11,AZ,Male
18.0,White / Caucasian;Hispanic / Latino,12/4/17,CT,Female
16.0,Black / African American,11/2/16,NV,Female
20.0,White / Caucasian,1/2/96,SC,Male
41.0,White / Caucasian,6/19/02,CA,Male
25.0,White / Caucasian,6/23/70,CA,Male
34.0,White / Caucasian,6/1/78,MA,Female
44.0,White / Caucasian,2/28/82,PA,Female
0.0,Black / African American,6/16/15,MI,Female
30.0,White / Caucasian;Hispanic / Latino,3/7/16,FL,Male
32.0,White / Caucasian,10/7/87,CA,Male
12.0,White / Caucasian,7/1/81,CA,Female
46.0,White / Caucasian,10/6/90,WA,Female
28.0,White / Caucasian,4/28/96,CA,Female
16.0,White / Caucasian,4/8/14,CO,Female
31.0,White / Caucasian,10/15/90,CA,Male
27.0,Black / African American,12/19/09,VA,Male
15.0,White / Caucasian,8/21/61,CA,Male
40.0,White / Caucasian,9/8/10,NC,Female
24.0,White / Caucasian,10/1/11,OH,Female
64.0,White / Caucasian,10/19/11,MA,Female
29.0,White / Caucasian,10/6/11,CA,Male
17.0,White / Caucasian,2/6/89,FL,Male
62.0,White / Caucasian,1/1/11,PA,Male
25.0,White / Caucasian;Hispanic / Latino,1/13/11,AL,Male
30.0,White / Caucasian,10/24/61,MA,Female
41.0,White / Caucasian,12/3/96,IN,Female
64.0,White / Caucasian,12/10/15,IL,Male
38.0,White / Caucasian,7/14/15,TX,Male
48.0,Black / African American,3/22/15,MD,Female
40.0,White / Caucasian,3/27/97,IL,Female
18.0,White / Caucasian,2/27/15,OR,Male
58.0,White / Caucasian,11/27/08,NV,Male
47.0,White / Caucasian,4/21/03,WA,Male
29.0,White / Caucasian,2/20/70,WA,Female
30.0,White / Caucasian,5/10/95,AR,Male
44.0,Uncertain,7/2/83,CA,Male
29.0,White / Caucasian,12/18/79,CA,Female
34.0,White / Caucasian,8/16/96,FL,Female
25.0,Native American / Alaskan Native,3/28/94,MT,Male
47.0,White / Caucasian,5/18/10,TX,Male
40.0,White / Caucasian,4/10/98,FL,Female
29.0,White / Caucasian,3/1/91,IN,Female
28.0,White / Caucasian,12/21/83,CA,Male
16.0,Other,7/14/16,CA,Female
50.0,White / Caucasian,3/1/16,TN,Female
40.0,White / Caucasian,6/1/04,WA,Female
20.0,White / Caucasian,4/4/02,FL,Male
48.0,White / Caucasian,4/6/17,TN,Female
43.0,White / Caucasian,11/8/16,MA,Male
22.0,White / Caucasian,11/25/16,NC,Male
46.0,White / Caucasian,6/15/16,CA,Male
20.0,White / Caucasian;Hispanic / Latino,7/31/15,NC,Female
25.0,Hispanic / Latino,8/19/15,TX,Male
46.0,White / Caucasian,1/6/99,WA,Male
20.0,White / Caucasian,12/5/79,FL,Female
16.0,White / Caucasian,5/20/57,VA,Female
44.0,White / Caucasian,9/3/06,IA,Male
19.0,Other,12/31/14,NY,Male
29.0,White / Caucasian,6/21/85,GA,Female
25.0,White / Caucasian,12/1/75,PA,Male
58.0,White / Caucasian,1/1/00,CO,Male
33.0,White / Caucasian,10/21/94,CO,Male
3.0,Black / African American,7/20/95,WA,Female
18.0,White / Caucasian,1/1/92,CA,Male
24.0,Black / African American,9/30/00,CA,Female
19.0,White / Caucasian,12/1/92,MI,Female
43.0,Hispanic / Latino,7/26/99,IL,Male
16.0,Hispanic / Latino,3/12/16,NJ,Male
85.0,White / Caucasian,10/20/15,FL,Male
14.0,White / Caucasian,11/2/45,CA,Female
57.0,Black / African American,5/19/16,TX,Male
15.0,Other,5/3/15,VA,Female
1.0,Asian,2/28/08,TX,Male
62.0,White / Caucasian,7/8/14,NY,Male
32.0,Hispanic / Latino;Uncertain,3/20/85,CA,Male
13.0,White / Caucasian,5/28/12,WA,Male
20.0,White / Caucasian,2/8/77,CA,Male
63.0,Black / African American,12/1/13,MI,Male
58.0,Black / African American,12/26/13,MI,Male
40.0,Black / African American,11/3/93,LA,Female
18.0,White / Caucasian,7/21/75,FL,Male
19.0,White / Caucasian,6/30/12,NM,Female
44.0,White / Caucasian,7/15/05,OR,Male
56.0,White / Caucasian,9/24/12,FL,Male
20.0,White / Caucasian,12/23/76,MI,Male
28.0,White / Caucasian,10/31/83,CA,Female
45.0,Hispanic / Latino,10/11/09,AZ,Male
18.0,White / Caucasian,8/9/81,CA,Female
31.0,Black / African American,11/30/91,WV,Male
23.0,White / Caucasian,10/18/75,IL,Male
21.0,White / Caucasian,2/27/81,FL,Male
50.0,White / Caucasian,3/25/12,AR,Male
36.0,Black / African American,12/31/17,MI,Male
25.0,White / Caucasian;Hispanic / Latino,9/24/85,TX,Female
16.0,White / Caucasian,11/12/17,IA,Female
